"anio","pais","iso3","pib_per_capita_ppa_porcentaje_eeuu"
1924,"Portugal","PRT",20.0688199948963
1925,"Portugal","PRT",20.6730684223548
1926,"Portugal","PRT",19.4200300270754
1927,"Portugal","PRT",22.7793042088249
1928,"Portugal","PRT",20.4609718807513
1929,"Portugal","PRT",21.465195604604
1930,"Portugal","PRT",23.4128489638801
1931,"Portugal","PRT",26.1807429637416
1932,"Portugal","PRT",31.2511023475817
1933,"Portugal","PRT",34.3057030102895
1934,"Portugal","PRT",32.8137747890621
1935,"Portugal","PRT",27.4769583314273
1936,"Portugal","PRT",22.9749920721696
1937,"Portugal","PRT",24.7983662019483
1938,"Portugal","PRT",26.4579580067973
1939,"Portugal","PRT",24.9564781003482
1940,"Portugal","PRT",21.4408962611727
1941,"Portugal","PRT",20.5483469730356
1942,"Portugal","PRT",18.3122086480297
1943,"Portugal","PRT",17.9374517200659
1944,"Portugal","PRT",17.7477612511246
1945,"Portugal","PRT",17.4540492468784
1946,"Portugal","PRT",20.732042169051
1947,"Portugal","PRT",23.0652909545186
1948,"Portugal","PRT",22.1321340165959
1949,"Portugal","PRT",23.0969624430289
1950,"Portugal","PRT",21.8175853018373
1951,"Portugal","PRT",21.4325581395349
1952,"Portugal","PRT",20.9498905375821
1953,"Portugal","PRT",21.6527753147721
1954,"Portugal","PRT",23.0983527131783
1955,"Portugal","PRT",22.7115716753022
1956,"Portugal","PRT",23.4925561878485
1957,"Portugal","PRT",24.3479260025279
1958,"Portugal","PRT",25.1327746960935
1959,"Portugal","PRT",24.8826815642458
1960,"Portugal","PRT",26.0951431577781
1961,"Portugal","PRT",27.3562585969739
1962,"Portugal","PRT",27.9721753794266
1963,"Portugal","PRT",28.6204776058215
1964,"Portugal","PRT",29.1060903732809
1965,"Portugal","PRT",29.7475455820477
1966,"Portugal","PRT",29.4598073594034
1967,"Portugal","PRT",31.2713422642501
1968,"Portugal","PRT",32.7846017474991
1969,"Portugal","PRT",32.8538954329407
1970,"Portugal","PRT",36.4137240170298
1971,"Portugal","PRT",38.3618922685906
1972,"Portugal","PRT",39.8599197292831
1973,"Portugal","PRT",42.3201263062928
1974,"Portugal","PRT",42.7375789393594
1975,"Portugal","PRT",40.0215749730313
1976,"Portugal","PRT",40.1396999039101
1977,"Portugal","PRT",40.7914003071319
1978,"Portugal","PRT",39.9508297480025
1979,"Portugal","PRT",41.1566329426692
1980,"Portugal","PRT",43.3014758029111
1981,"Portugal","PRT",43.0330050572265
1982,"Portugal","PRT",45.1831564532694
1983,"Portugal","PRT",43.630214205186
1984,"Portugal","PRT",40.198279087168
1985,"Portugal","PRT",40.0932683281349
1986,"Portugal","PRT",40.6912850812408
1987,"Portugal","PRT",42.1566369133314
1988,"Portugal","PRT",43.8585729024343
1989,"Portugal","PRT",44.9804113614104
1990,"Portugal","PRT",46.6605375588124
1991,"Portugal","PRT",49.226165957409
1992,"Portugal","PRT",49.9419408360497
1993,"Portugal","PRT",49.0444392739453
1994,"Portugal","PRT",48.4935466528796
1995,"Portugal","PRT",48.9000368109678
1996,"Portugal","PRT",49.3391585145273
1997,"Portugal","PRT",49.877389057156
1998,"Portugal","PRT",50.5705222913855
1999,"Portugal","PRT",50.6774908694775
2000,"Portugal","PRT",50.9344909042451
2001,"Portugal","PRT",51.7707114226407
2002,"Portugal","PRT",51.6498223589967
2003,"Portugal","PRT",50.2089173135942
2004,"Portugal","PRT",49.7863761889893
2005,"Portugal","PRT",49.0948887349765
2006,"Portugal","PRT",49.1366773020562
2007,"Portugal","PRT",50.0517342652475
2008,"Portugal","PRT",50.9010453349151
2009,"Portugal","PRT",51.3951480734603
2010,"Portugal","PRT",51.6841021130045
2011,"Portugal","PRT",50.5948666331153
2012,"Portugal","PRT",48.0573084097313
2013,"Portugal","PRT",47.334997935631
2014,"Portugal","PRT",47.2727624651595
2015,"Portugal","PRT",47.3750261451579
2016,"Portugal","PRT",47.8091106290672
2017,"Portugal","PRT",48.6944569489673
2018,"Portugal","PRT",48.8582768664373
2019,"Portugal","PRT",49.2602227297024
2020,"Portugal","PRT",46.7913123643178
2021,"Portugal","PRT",46.7853529900673
2022,"Portugal","PRT",49.1507425452358
1900,"Suecia","SWE",41.3060104525108
1901,"Suecia","SWE",38.8353358045651
1902,"Suecia","SWE",38.7138614969575
1903,"Suecia","SWE",39.5801617384761
1904,"Suecia","SWE",41.5413423964177
1905,"Suecia","SWE",38.8868643307798
1906,"Suecia","SWE",38.3763197546224
1907,"Suecia","SWE",41.0530318744382
1908,"Suecia","SWE",44.1066238099809
1909,"Suecia","SWE",40.6200449166458
1910,"Suecia","SWE",42.057604877004
1911,"Suecia","SWE",42.6668780033358
1912,"Suecia","SWE",43.2212801988032
1913,"Suecia","SWE",45.3206753553005
1914,"Suecia","SWE",51.42709656646
1915,"Suecia","SWE",52.8252577330753
1916,"Suecia","SWE",49.9788704964433
1917,"Suecia","SWE",49.1243902392707
1918,"Suecia","SWE",42.3442891667538
1919,"Suecia","SWE",43.091815172859
1920,"Suecia","SWE",47.1588138938519
1921,"Suecia","SWE",46.9566523931261
1922,"Suecia","SWE",48.632751934193
1923,"Suecia","SWE",45.3697928046697
1924,"Suecia","SWE",48.2172947929328
1925,"Suecia","SWE",49.2207373110122
1926,"Suecia","SWE",49.4171940034687
1927,"Suecia","SWE",51.5244102051151
1928,"Suecia","SWE",53.3836624443162
1929,"Suecia","SWE",54.17326840819
1930,"Suecia","SWE",63.160461162544
1931,"Suecia","SWE",66.2775577643644
1932,"Suecia","SWE",75.4727844018535
1933,"Suecia","SWE",79.880972348117
1934,"Suecia","SWE",78.9768946663608
1935,"Suecia","SWE",73.9605344560224
1936,"Suecia","SWE",69.984778157235
1937,"Suecia","SWE",67.0998991233725
1938,"Suecia","SWE",74.2152847214006
1939,"Suecia","SWE",74.9231426470283
1940,"Suecia","SWE",64.4642953244815
1941,"Suecia","SWE",55.4178219441546
1942,"Suecia","SWE",50.8209183816235
1943,"Suecia","SWE",48.4666331817967
1944,"Suecia","SWE",46.9842125000769
1945,"Suecia","SWE",49.7707433496697
1946,"Suecia","SWE",60.718639609977
1947,"Suecia","SWE",67.8403241070649
1948,"Suecia","SWE",66.6610917850367
1949,"Suecia","SWE",71.3336195976071
1950,"Suecia","SWE",70.4855643044619
1951,"Suecia","SWE",68.6945736434108
1952,"Suecia","SWE",67.8180491364631
1953,"Suecia","SWE",67.3228113731749
1954,"Suecia","SWE",71.4571220930233
1955,"Suecia","SWE",69.4300518134715
1956,"Suecia","SWE",71.4376041846295
1957,"Suecia","SWE",74.1066298977364
1958,"Suecia","SWE",76.0297415319249
1959,"Suecia","SWE",73.804469273743
1960,"Suecia","SWE",76.6960181647007
1961,"Suecia","SWE",80.1320495185695
1962,"Suecia","SWE",79.5373102866779
1963,"Suecia","SWE",81.008506713129
1964,"Suecia","SWE",82.3231827111984
1965,"Suecia","SWE",80.5937353903693
1966,"Suecia","SWE",77.3758267122376
1967,"Suecia","SWE",78.2899921197794
1968,"Suecia","SWE",77.784812798109
1969,"Suecia","SWE",79.417234965902
1970,"Suecia","SWE",84.6022205526338
1971,"Suecia","SWE",83.2991719275232
1972,"Suecia","SWE",81.5495396238294
1973,"Suecia","SWE",80.8548229456432
1974,"Suecia","SWE",84.1969109031424
1975,"Suecia","SWE",87.0973955925412
1976,"Suecia","SWE",84.1340823416365
1977,"Suecia","SWE",79.7185814792329
1978,"Suecia","SWE",77.3270504678003
1979,"Suecia","SWE",78.3498614310995
1980,"Suecia","SWE",80.4059302286312
1981,"Suecia","SWE",79.1089965397924
1982,"Suecia","SWE",82.1704895583704
1983,"Suecia","SWE",80.9470124013529
1984,"Suecia","SWE",79.0528744232448
1985,"Suecia","SWE",78.1425067377283
1986,"Suecia","SWE",77.7223042836041
1987,"Suecia","SWE",77.7886553412036
1988,"Suecia","SWE",76.5914731059867
1989,"Suecia","SWE",75.9957557949723
1990,"Suecia","SWE",75.8963820236872
1991,"Suecia","SWE",75.7296695769383
1992,"Suecia","SWE",73.0352049317122
1993,"Suecia","SWE",70.3330119381828
1994,"Suecia","SWE",70.8783387698302
1995,"Suecia","SWE",72.401602591655
1996,"Suecia","SWE",71.7894821804244
1997,"Suecia","SWE",71.5741980381228
1998,"Suecia","SWE",72.4057758557768
1999,"Suecia","SWE",73.3698088891153
2000,"Suecia","SWE",74.5374483273378
2001,"Suecia","SWE",75.5627004887436
2002,"Suecia","SWE",76.8805310006252
2003,"Suecia","SWE",77.2631530195505
2004,"Suecia","SWE",78.3954080603824
2005,"Suecia","SWE",79.063902198857
2006,"Suecia","SWE",81.1891723707509
2007,"Suecia","SWE",83.2974285815001
2008,"Suecia","SWE",83.9171311446333
2009,"Suecia","SWE",82.7943898859381
2010,"Suecia","SWE",86.5383061157708
2011,"Suecia","SWE",84.7086059386009
2012,"Suecia","SWE",82.6487280231774
2013,"Suecia","SWE",82.2031732300493
2014,"Suecia","SWE",82.2158563022608
2015,"Suecia","SWE",83.1815329619136
2016,"Suecia","SWE",84.2384230878053
2017,"Suecia","SWE",83.6782251438195
2018,"Suecia","SWE",82.3025328893057
2019,"Suecia","SWE",81.6592098891199
2020,"Suecia","SWE",82.42622803246
2021,"Suecia","SWE",82.2668464464051
2022,"Suecia","SWE",82.6431834559075
1900,"Uruguay","URY",42.1395956032091
1901,"Uruguay","URY",40.2719923845343
1902,"Uruguay","URY",46.2332403064498
1903,"Uruguay","URY",44.903743820283
1904,"Uruguay","URY",46.3430090918635
1905,"Uruguay","URY",37.1327345611365
1906,"Uruguay","URY",38.2961603399913
1907,"Uruguay","URY",40.8319384347228
1908,"Uruguay","URY",48.5184002759451
1909,"Uruguay","URY",44.4473104552745
1910,"Uruguay","URY",46.6960823948971
1911,"Uruguay","URY",46.2207392910474
1912,"Uruguay","URY",51.8815738193426
1913,"Uruguay","URY",47.8632236125178
1914,"Uruguay","URY",41.4780751058687
1915,"Uruguay","URY",38.5413778792031
1916,"Uruguay","URY",33.6029399403568
1917,"Uruguay","URY",40.1061389784252
1918,"Uruguay","URY",37.4165369768474
1919,"Uruguay","URY",43.9722164599794
1920,"Uruguay","URY",35.2607672806996
1921,"Uruguay","URY",36.5069109074447
1922,"Uruguay","URY",38.6624383700343
1923,"Uruguay","URY",37.1412677708146
1924,"Uruguay","URY",38.2682649074199
1925,"Uruguay","URY",37.740681961505
1926,"Uruguay","URY",39.0461081180986
1927,"Uruguay","URY",44.0498155237268
1928,"Uruguay","URY",45.2010202538492
1929,"Uruguay","URY",42.8969302651634
1930,"Uruguay","URY",55.6335668271113
1931,"Uruguay","URY",48.7163209456085
1932,"Uruguay","URY",53.0994293420155
1933,"Uruguay","URY",51.0920140450236
1934,"Uruguay","URY",54.1473435601507
1935,"Uruguay","URY",49.4791843637357
1936,"Uruguay","URY",45.3254580006971
1937,"Uruguay","URY",43.6915163179632
1938,"Uruguay","URY",50.0943671704999
1939,"Uruguay","URY",47.6393028873936
1940,"Uruguay","URY",41.5073760953471
1941,"Uruguay","URY",38.5512075167365
1942,"Uruguay","URY",32.5356097830216
1943,"Uruguay","URY",29.2394793061026
1944,"Uruguay","URY",31.3071214380129
1945,"Uruguay","URY",32.8810983378259
1946,"Uruguay","URY",39.8246810686327
1947,"Uruguay","URY",40.226258717105
1948,"Uruguay","URY",39.7238210362268
1949,"Uruguay","URY",46.0037394679542
1950,"Uruguay","URY",46.0301837270341
1951,"Uruguay","URY",46.8093023255814
1952,"Uruguay","URY",44.7153977134517
1953,"Uruguay","URY",47.4670449843353
1954,"Uruguay","URY",50.1029554263566
1955,"Uruguay","URY",47.069660333909
1956,"Uruguay","URY",47.2782663677646
1957,"Uruguay","URY",46.9723083994025
1958,"Uruguay","URY",45.9577481411543
1959,"Uruguay","URY",41.6201117318436
1960,"Uruguay","URY",42.3270753724317
1961,"Uruguay","URY",42.585969738652
1962,"Uruguay","URY",39.5130691399663
1963,"Uruguay","URY",38.1777185610331
1964,"Uruguay","URY",36.8271119842829
1965,"Uruguay","URY",35.0537634408602
1966,"Uruguay","URY",34.147099294243
1967,"Uruguay","URY",31.9805621224061
1968,"Uruguay","URY",31.0371026972268
1969,"Uruguay","URY",31.9900805951643
1970,"Uruguay","URY",33.5169880624426
1971,"Uruguay","URY",32.5202918750512
1972,"Uruguay","URY",30.0739749744235
1973,"Uruguay","URY",29.6406285241711
1974,"Uruguay","URY",31.1040097390246
1975,"Uruguay","URY",32.9904453690861
1976,"Uruguay","URY",32.7186044792668
1977,"Uruguay","URY",31.9631441734224
1978,"Uruguay","URY",32.380659700881
1979,"Uruguay","URY",33.2765701692878
1980,"Uruguay","URY",35.6151430211746
1981,"Uruguay","URY",35.4105669417088
1982,"Uruguay","URY",32.7901403628894
1983,"Uruguay","URY",29.6770342860932
1984,"Uruguay","URY",27.450430228208
1985,"Uruguay","URY",26.9539411925022
1986,"Uruguay","URY",28.4431314623338
1987,"Uruguay","URY",29.6717535272099
1988,"Uruguay","URY",28.5977190976773
1989,"Uruguay","URY",28.0362389813908
1990,"Uruguay","URY",27.8649072521767
1991,"Uruguay","URY",29.0325271877229
1992,"Uruguay","URY",30.4765060933271
1993,"Uruguay","URY",30.670640462443
1994,"Uruguay","URY",31.8088517134029
1995,"Uruguay","URY",30.6992811842889
1996,"Uruguay","URY",31.3271488142118
1997,"Uruguay","URY",31.7009378670962
1998,"Uruguay","URY",31.9095451045527
1999,"Uruguay","URY",29.9461629840406
2000,"Uruguay","URY",28.4398947268649
2001,"Uruguay","URY",27.1675237649985
2002,"Uruguay","URY",24.6390606921668
2003,"Uruguay","URY",24.256090770486
2004,"Uruguay","URY",24.6538246316965
2005,"Uruguay","URY",25.6923974135051
2006,"Uruguay","URY",26.1909634109876
2007,"Uruguay","URY",27.4575904222288
2008,"Uruguay","URY",29.5767397794424
2009,"Uruguay","URY",31.255065540724
2010,"Uruguay","URY",33.3197817327299
2011,"Uruguay","URY",34.6472068444892
2012,"Uruguay","URY",35.4724768821685
2013,"Uruguay","URY",36.5471954072705
2014,"Uruguay","URY",37.085785072778
2015,"Uruguay","URY",36.5918122872735
2016,"Uruguay","URY",36.7216825426766
2017,"Uruguay","URY",36.8801307199967
2018,"Uruguay","URY",36.4794994394187
2019,"Uruguay","URY",35.9651166178452
2020,"Uruguay","URY",34.8359513877749
2021,"Uruguay","URY",34.607394824777
2022,"Uruguay","URY",35.5878613704463
1900,"Estados Unidos","USA",100
1901,"Estados Unidos","USA",100
1902,"Estados Unidos","USA",100
1903,"Estados Unidos","USA",100
1904,"Estados Unidos","USA",100
1905,"Estados Unidos","USA",100
1906,"Estados Unidos","USA",100
1907,"Estados Unidos","USA",100
1908,"Estados Unidos","USA",100
1909,"Estados Unidos","USA",100
1910,"Estados Unidos","USA",100
1911,"Estados Unidos","USA",100
1912,"Estados Unidos","USA",100
1913,"Estados Unidos","USA",100
1914,"Estados Unidos","USA",100
1915,"Estados Unidos","USA",100
1916,"Estados Unidos","USA",100
1917,"Estados Unidos","USA",100
1918,"Estados Unidos","USA",100
1919,"Estados Unidos","USA",100
1920,"Estados Unidos","USA",100
1921,"Estados Unidos","USA",100
1922,"Estados Unidos","USA",100
1923,"Estados Unidos","USA",100
1924,"Estados Unidos","USA",100
1925,"Estados Unidos","USA",100
1926,"Estados Unidos","USA",100
1927,"Estados Unidos","USA",100
1928,"Estados Unidos","USA",100
1929,"Estados Unidos","USA",100
1930,"Estados Unidos","USA",100
1931,"Estados Unidos","USA",100
1932,"Estados Unidos","USA",100
1933,"Estados Unidos","USA",100
1934,"Estados Unidos","USA",100
1935,"Estados Unidos","USA",100
1936,"Estados Unidos","USA",100
1937,"Estados Unidos","USA",100
1938,"Estados Unidos","USA",100
1939,"Estados Unidos","USA",100
1940,"Estados Unidos","USA",100
1941,"Estados Unidos","USA",100
1942,"Estados Unidos","USA",100
1943,"Estados Unidos","USA",100
1944,"Estados Unidos","USA",100
1945,"Estados Unidos","USA",100
1946,"Estados Unidos","USA",100
1947,"Estados Unidos","USA",100
1948,"Estados Unidos","USA",100
1949,"Estados Unidos","USA",100
1950,"Estados Unidos","USA",100
1951,"Estados Unidos","USA",100
1952,"Estados Unidos","USA",100
1953,"Estados Unidos","USA",100
1954,"Estados Unidos","USA",100
1955,"Estados Unidos","USA",100
1956,"Estados Unidos","USA",100
1957,"Estados Unidos","USA",100
1958,"Estados Unidos","USA",100
1959,"Estados Unidos","USA",100
1960,"Estados Unidos","USA",100
1961,"Estados Unidos","USA",100
1962,"Estados Unidos","USA",100
1963,"Estados Unidos","USA",100
1964,"Estados Unidos","USA",100
1965,"Estados Unidos","USA",100
1966,"Estados Unidos","USA",100
1967,"Estados Unidos","USA",100
1968,"Estados Unidos","USA",100
1969,"Estados Unidos","USA",100
1970,"Estados Unidos","USA",100
1971,"Estados Unidos","USA",100
1972,"Estados Unidos","USA",100
1973,"Estados Unidos","USA",100
1974,"Estados Unidos","USA",100
1975,"Estados Unidos","USA",100
1976,"Estados Unidos","USA",100
1977,"Estados Unidos","USA",100
1978,"Estados Unidos","USA",100
1979,"Estados Unidos","USA",100
1980,"Estados Unidos","USA",100
1981,"Estados Unidos","USA",100
1982,"Estados Unidos","USA",100
1983,"Estados Unidos","USA",100
1984,"Estados Unidos","USA",100
1985,"Estados Unidos","USA",100
1986,"Estados Unidos","USA",100
1987,"Estados Unidos","USA",100
1988,"Estados Unidos","USA",100
1989,"Estados Unidos","USA",100
1990,"Estados Unidos","USA",100
1991,"Estados Unidos","USA",100
1992,"Estados Unidos","USA",100
1993,"Estados Unidos","USA",100
1994,"Estados Unidos","USA",100
1995,"Estados Unidos","USA",100
1996,"Estados Unidos","USA",100
1997,"Estados Unidos","USA",100
1998,"Estados Unidos","USA",100
1999,"Estados Unidos","USA",100
2000,"Estados Unidos","USA",100
2001,"Estados Unidos","USA",100
2002,"Estados Unidos","USA",100
2003,"Estados Unidos","USA",100
2004,"Estados Unidos","USA",100
2005,"Estados Unidos","USA",100
2006,"Estados Unidos","USA",100
2007,"Estados Unidos","USA",100
2008,"Estados Unidos","USA",100
2009,"Estados Unidos","USA",100
2010,"Estados Unidos","USA",100
2011,"Estados Unidos","USA",100
2012,"Estados Unidos","USA",100
2013,"Estados Unidos","USA",100
2014,"Estados Unidos","USA",100
2015,"Estados Unidos","USA",100
2016,"Estados Unidos","USA",100
2017,"Estados Unidos","USA",100
2018,"Estados Unidos","USA",100
2019,"Estados Unidos","USA",100
2020,"Estados Unidos","USA",100
2021,"Estados Unidos","USA",100
2022,"Estados Unidos","USA",100
1900,"Venezuela","VEN",22.9671371371491
1901,"Venezuela","VEN",20.170202301314
1902,"Venezuela","VEN",19.0575374115005
1903,"Venezuela","VEN",19.784488871253
1904,"Venezuela","VEN",20.637932816003
1905,"Venezuela","VEN",19.8216663969692
1906,"Venezuela","VEN",17.915629170043
1907,"Venezuela","VEN",17.3960338248843
1908,"Venezuela","VEN",18.8614584769633
1909,"Venezuela","VEN",17.278828151729
1910,"Venezuela","VEN",17.3709426509017
1911,"Venezuela","VEN",16.3929555352248
1912,"Venezuela","VEN",17.1602114332911
1913,"Venezuela","VEN",17.3130717903898
1914,"Venezuela","VEN",22.2066556357951
1915,"Venezuela","VEN",22.0423508822169
1916,"Venezuela","VEN",18.4302587620472
1917,"Venezuela","VEN",20.08377863085
1918,"Venezuela","VEN",19.4722610760061
1919,"Venezuela","VEN",18.7755144057627
1920,"Venezuela","VEN",18.743363166249
1921,"Venezuela","VEN",19.080339052985
1922,"Venezuela","VEN",19.9805883049273
1923,"Venezuela","VEN",18.9319302645008
1924,"Venezuela","VEN",19.5295771826734
1925,"Venezuela","VEN",20.529567730486
1926,"Venezuela","VEN",20.8022691227249
1927,"Venezuela","VEN",21.3398811031283
1928,"Venezuela","VEN",25.0282310756437
1929,"Venezuela","VEN",24.6105243447954
1930,"Venezuela","VEN",27.3305740900246
1931,"Venezuela","VEN",29.2418759871945
1932,"Venezuela","VEN",31.4420216440923
1933,"Venezuela","VEN",36.3185693223745
1934,"Venezuela","VEN",35.0521265151796
1935,"Venezuela","VEN",37.3418061534247
1936,"Venezuela","VEN",36.9416676481673
1937,"Venezuela","VEN",34.3954490162689
1938,"Venezuela","VEN",40.7462053469133
1939,"Venezuela","VEN",40.6214123455453
1940,"Venezuela","VEN",39.724799638513
1941,"Venezuela","VEN",34.1980568114974
1942,"Venezuela","VEN",26.9067744402376
1943,"Venezuela","VEN",27.5572591031092
1944,"Venezuela","VEN",28.0540515103126
1945,"Venezuela","VEN",35.2479548073261
1946,"Venezuela","VEN",44.8980607338219
1947,"Venezuela","VEN",45.4178707071708
1948,"Venezuela","VEN",52.3406984164328
1949,"Venezuela","VEN",55.1396834413023
1950,"Venezuela","VEN",55.5249343832021
1951,"Venezuela","VEN",56.0558139534884
1952,"Venezuela","VEN",56.6103137922647
1953,"Venezuela","VEN",56.1565289353904
1954,"Venezuela","VEN",60.6831395348837
1955,"Venezuela","VEN",60.454807138745
1956,"Venezuela","VEN",64.0110363855837
1957,"Venezuela","VEN",68.4993680340113
1958,"Venezuela","VEN",68.541248672253
1959,"Venezuela","VEN",67.4748603351955
1960,"Venezuela","VEN",67.0986321094313
1961,"Venezuela","VEN",67.2957359009629
1962,"Venezuela","VEN",67.7065767284992
1963,"Venezuela","VEN",67.8077277851799
1964,"Venezuela","VEN",68.8555992141454
1965,"Venezuela","VEN",67.0733987844787
1966,"Venezuela","VEN",62.914465799636
1967,"Venezuela","VEN",62.3850801155766
1968,"Venezuela","VEN",61.2890971254907
1969,"Venezuela","VEN",60.5703657780533
1970,"Venezuela","VEN",63.8158443943568
1971,"Venezuela","VEN",62.2776092481758
1972,"Venezuela","VEN",59.5537892500197
1973,"Venezuela","VEN",58.4166604014736
1974,"Venezuela","VEN",60.6520581298029
1975,"Venezuela","VEN",63.1260594852828
1976,"Venezuela","VEN",63.4710621627615
1977,"Venezuela","VEN",63.1870290346773
1978,"Venezuela","VEN",59.6906371645155
1979,"Venezuela","VEN",57.2139303482587
1980,"Venezuela","VEN",54.9457971699706
1981,"Venezuela","VEN",52.402182592494
1982,"Venezuela","VEN",52.8004108182129
1983,"Venezuela","VEN",46.9361363485642
1984,"Venezuela","VEN",42.3899488714304
1985,"Venezuela","VEN",40.1841141022923
1986,"Venezuela","VEN",40.6233382570163
1987,"Venezuela","VEN",39.9251367693637
1988,"Venezuela","VEN",39.8962719237097
1989,"Venezuela","VEN",34.6882141691152
1990,"Venezuela","VEN",35.830944783949
1991,"Venezuela","VEN",39.1469451263042
1992,"Venezuela","VEN",40.0147601959601
1993,"Venezuela","VEN",38.9123534652645
1994,"Venezuela","VEN",36.4088335637762
1995,"Venezuela","VEN",36.6794942822421
1996,"Venezuela","VEN",35.1666467917927
1997,"Venezuela","VEN",35.6984263660811
1998,"Venezuela","VEN",34.2189619039472
1999,"Venezuela","VEN",30.6656744073901
2000,"Venezuela","VEN",30.493974925508
2001,"Venezuela","VEN",31.1653387347304
2002,"Venezuela","VEN",27.7870725108324
2003,"Venezuela","VEN",24.8699779076506
2004,"Venezuela","VEN",28.2785664529707
2005,"Venezuela","VEN",30.096488353627
2006,"Venezuela","VEN",32.19198022499
2007,"Venezuela","VEN",34.1561676861356
2008,"Venezuela","VEN",35.8405225057827
2009,"Venezuela","VEN",35.5869987216373
2010,"Venezuela","VEN",34.7202154396384
2011,"Venezuela","VEN",35.7242073477604
2012,"Venezuela","VEN",36.8079533277771
2013,"Venezuela","VEN",42.1308220120716
2014,"Venezuela","VEN",39.3252554970579
2015,"Venezuela","VEN",35.7513643018767
2016,"Venezuela","VEN",28.7069697255494
2017,"Venezuela","VEN",23.8468188082344
2018,"Venezuela","VEN",19.3548406308244
2019,"Venezuela","VEN",14.2859795400156
2020,"Venezuela","VEN",10.3208318884567
2021,"Venezuela","VEN",10.0008116986496
2022,"Venezuela","VEN",10.8853393550665
